"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","Class"
"1046",32,"blue-collar","married","professional.course","no","yes","no","cellular","may","mon",333,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.244","5099.1","no"
"1047",31,"admin.","single","university.degree","no","yes","yes","telephone","may","wed",174,1,999,0,"nonexistent","1.1","93.994","-36.4","4.856","5191","no"
"1048",24,"services","single","high.school","no","yes","yes","cellular","may","fri",69,2,999,2,"failure","-1.8","92.893","-46.2","1.25","5099.1","no"
"1049",44,"blue-collar","married","basic.4y","no","no","no","cellular","jul","tue",345,5,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1050",42,"admin.","single","university.degree","no","no","no","telephone","may","thu",236,3,999,0,"nonexistent","1.1","93.994","-36.4","4.86","5191","no"
"1051",38,"blue-collar","married","basic.4y","no","no","no","cellular","nov","mon",112,1,999,0,"nonexistent","-0.1","93.2","-42","4.191","5195.8","no"
"1052",31,"entrepreneur","married","university.degree","no","no","no","cellular","aug","fri",188,1,999,0,"nonexistent","1.4","93.444","-36.1","4.966","5228.1","no"
"1053",32,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",906,5,999,0,"nonexistent","-1.8","92.893","-46.2","1.313","5099.1","no"
"1054",51,"housemaid","divorced","high.school","no","yes","no","cellular","jul","thu",870,3,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1055",31,"services","married","high.school","no","no","no","cellular","may","wed",339,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.334","5099.1","no"
"1056",34,"technician","single","professional.course","no","no","no","cellular","may","mon",573,1,999,1,"failure","-1.8","92.893","-46.2","1.299","5099.1","no"
"1057",35,"technician","married","professional.course","no","no","no","telephone","may","tue",211,1,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1058",35,"admin.","single","university.degree","no","no","no","cellular","aug","mon",90,2,999,0,"nonexistent","1.4","93.444","-36.1","4.965","5228.1","no"
"1059",31,"technician","single","professional.course","no","yes","no","cellular","aug","tue",150,1,999,0,"nonexistent","1.4","93.444","-36.1","4.963","5228.1","no"
"1060",34,"technician","married","basic.9y","no","no","no","cellular","may","mon",798,2,999,0,"nonexistent","-1.8","92.893","-46.2","1.299","5099.1","no"
"1061",33,"admin.","married","high.school","no","yes","no","telephone","jun","fri",36,2,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1062",49,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",283,8,999,0,"nonexistent","1.1","93.994","-36.4","4.859","5191","no"
"1063",30,"admin.","single","high.school","no","no","no","telephone","may","mon",577,1,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1064",34,"self-employed","married","university.degree","no","yes","no","cellular","nov","mon",196,2,999,0,"nonexistent","-0.1","93.2","-42","4.191","5195.8","no"
"1065",32,"housemaid","married","basic.9y","no","no","no","telephone","jul","thu",149,1,999,0,"nonexistent","1.4","93.918","-42.7","4.966","5228.1","no"
"1066",25,"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",420,2,999,0,"nonexistent","1.4","93.918","-42.7","4.958","5228.1","no"
"1067",28,"admin.","single","university.degree","no","yes","no","telephone","may","fri",1128,3,999,0,"nonexistent","1.1","93.994","-36.4","4.859","5191","no"
"1068",41,"admin.","married","high.school","no","yes","no","cellular","may","tue",181,1,999,1,"failure","-1.8","92.893","-46.2","1.344","5099.1","no"
"1069",57,"blue-collar","married","basic.9y","no","no","no","telephone","jul","wed",49,1,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1070",39,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",253,1,12,1,"success","-1.8","92.893","-46.2","1.344","5099.1","no"
"1071",53,"admin.","married","basic.9y","no","no","no","telephone","jun","fri",122,3,999,0,"nonexistent","1.4","94.465","-41.8","4.967","5228.1","no"
"1072",54,"housemaid","married","professional.course","no","yes","yes","cellular","aug","thu",243,1,999,0,"nonexistent","1.4","93.444","-36.1","4.963","5228.1","no"
"1073",50,"self-employed","married","university.degree","no","no","no","telephone","jun","fri",414,2,999,0,"nonexistent","1.4","94.465","-41.8","4.967","5228.1","no"
"1074",33,"admin.","married","university.degree","no","no","no","telephone","jun","wed",142,2,999,0,"nonexistent","1.4","94.465","-41.8","4.864","5228.1","no"
"1075",30,"self-employed","single","university.degree","no","no","no","cellular","aug","tue",58,1,999,0,"nonexistent","1.4","93.444","-36.1","4.963","5228.1","no"
"1076",32,"housemaid","married","university.degree","no","yes","no","telephone","jun","fri",1291,3,999,0,"nonexistent","1.4","94.465","-41.8","4.967","5228.1","no"
"1077",79,"retired","married","high.school","no","yes","no","cellular","may","thu",196,2,999,0,"nonexistent","-1.8","93.876","-40","0.699","5008.7","no"
"1078",58,"blue-collar","married","professional.course","no","no","no","telephone","jun","fri",15,12,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1079",44,"admin.","single","high.school","no","no","no","telephone","jun","mon",164,1,999,0,"nonexistent","1.4","94.465","-41.8","4.865","5228.1","no"
"1080",26,"admin.","single","high.school","no","no","yes","telephone","jun","mon",445,1,999,0,"nonexistent","1.4","94.465","-41.8","4.865","5228.1","no"
"1081",43,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",226,1,999,0,"nonexistent","1.4","93.918","-42.7","4.957","5228.1","no"
"1082",53,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",136,1,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1083",46,"admin.","married","university.degree","no","no","no","cellular","jul","wed",29,2,999,0,"nonexistent","1.4","93.918","-42.7","4.963","5228.1","no"
"1084",55,"technician","married","professional.course","no","no","no","cellular","oct","tue",213,1,999,0,"nonexistent","-3.4","92.431","-26.9","0.742","5017.5","no"
"1085",28,"services","married","high.school","no","no","no","telephone","jul","tue",103,1,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1086",54,"retired","married","basic.9y","no","yes","no","cellular","jul","thu",148,1,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1087",35,"management","divorced","high.school","no","yes","no","telephone","jun","fri",176,4,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1088",57,"entrepreneur","divorced","basic.9y","no","yes","no","cellular","may","wed",236,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.334","5099.1","no"
"1089",44,"technician","married","professional.course","no","yes","no","cellular","jul","wed",188,2,999,0,"nonexistent","-2.9","92.469","-33.6","1.029","5076.2","no"
"1090",29,"services","single","high.school","no","yes","no","cellular","may","thu",118,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.266","5099.1","no"
"1091",48,"housemaid","married","high.school","no","no","no","telephone","jun","tue",87,1,999,0,"nonexistent","1.4","94.465","-41.8","4.864","5228.1","no"
"1092",47,"blue-collar","married","high.school","no","yes","yes","cellular","may","mon",57,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.299","5099.1","no"
"1093",31,"admin.","single","university.degree","no","no","no","telephone","aug","thu",146,10,999,0,"nonexistent","1.4","93.444","-36.1","4.962","5228.1","no"
"1094",34,"admin.","single","high.school","no","yes","no","telephone","may","thu",168,5,999,0,"nonexistent","1.1","93.994","-36.4","4.86","5191","no"
"1095",24,"technician","single","basic.9y","no","yes","no","cellular","may","fri",109,11,999,0,"nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no"
"1096",33,"technician","single","professional.course","no","no","yes","cellular","aug","fri",100,5,999,0,"nonexistent","1.4","93.444","-36.1","4.966","5228.1","no"
"1097",48,"admin.","divorced","professional.course","no","yes","no","telephone","may","fri",427,3,999,0,"nonexistent","1.1","93.994","-36.4","4.859","5191","no"
"1098",48,"admin.","married","high.school","no","yes","no","cellular","aug","wed",103,2,999,0,"nonexistent","1.4","93.444","-36.1","4.967","5228.1","no"
"1099",36,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",597,1,999,0,"nonexistent","1.4","93.918","-42.7","4.963","5228.1","no"
"1100",44,"technician","married","professional.course","no","no","no","telephone","nov","tue",189,1,999,0,"nonexistent","-0.1","93.2","-42","4.153","5195.8","no"
"1101",37,"technician","married","professional.course","no","no","yes","telephone","may","thu",44,1,999,0,"nonexistent","1.1","93.994","-36.4","4.86","5191","no"
"1102",47,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",194,3,999,0,"nonexistent","1.1","93.994","-36.4","4.855","5191","no"
"1103",20,"student","single","high.school","no","no","no","cellular","aug","thu",347,2,999,0,"nonexistent","-2.9","92.201","-31.4","0.873","5076.2","no"
"1104",50,"management","single","university.degree","no","no","no","cellular","nov","tue",175,2,999,0,"nonexistent","-0.1","93.2","-42","4.153","5195.8","no"
"1105",26,"technician","single","professional.course","no","yes","no","cellular","jun","wed",102,1,999,0,"nonexistent","-2.9","92.963","-40.8","1.26","5076.2","no"
"1106",36,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",300,1,999,0,"nonexistent","1.4","93.444","-36.1","4.963","5228.1","no"
"1107",34,"admin.","married","university.degree","no","yes","no","cellular","may","tue",442,2,999,1,"failure","-1.8","92.893","-46.2","1.344","5099.1","no"
"1108",45,"retired","divorced","university.degree","no","yes","no","cellular","jul","tue",372,4,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1109",32,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",96,2,999,0,"nonexistent","1.4","93.444","-36.1","4.963","5228.1","no"
"1110",24,"self-employed","single","professional.course","no","yes","no","cellular","jul","mon",201,3,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1111",54,"unemployed","divorced","high.school","no","no","yes","cellular","oct","mon",54,1,999,0,"nonexistent","-3.4","92.431","-26.9","0.739","5017.5","no"
"1112",42,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",173,2,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1113",28,"technician","single","professional.course","no","yes","no","cellular","may","mon",77,1,999,1,"failure","-1.8","92.893","-46.2","1.299","5099.1","no"
"1114",43,"admin.","married","high.school","no","yes","no","cellular","jul","mon",231,2,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1115",35,"admin.","single","university.degree","no","no","no","cellular","aug","thu",250,1,999,1,"failure","-2.9","92.201","-31.4","0.883","5076.2","no"
"1116",38,"services","married","high.school","no","yes","no","cellular","jul","fri",47,1,999,0,"nonexistent","1.4","93.918","-42.7","4.957","5228.1","no"
"1117",38,"technician","single","university.degree","no","yes","no","telephone","oct","mon",254,1,9,3,"failure","-1.1","94.601","-49.5","1.032","4963.6","no"
"1118",36,"technician","single","professional.course","no","yes","no","telephone","may","thu",238,1,999,0,"nonexistent","1.1","93.994","-36.4","4.86","5191","no"
"1119",37,"services","married","high.school","no","no","no","telephone","jun","fri",115,4,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1120",33,"admin.","single","university.degree","no","no","no","cellular","may","mon",234,1,999,1,"failure","-1.8","92.893","-46.2","1.299","5099.1","no"
"1121",36,"technician","married","professional.course","no","no","no","telephone","jun","fri",193,3,999,0,"nonexistent","1.4","94.465","-41.8","4.967","5228.1","no"
"1122",33,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",186,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.334","5099.1","no"
"1123",35,"admin.","married","high.school","no","no","no","telephone","may","fri",91,2,999,0,"nonexistent","1.1","93.994","-36.4","4.855","5191","no"
"1124",31,"blue-collar","single","high.school","no","yes","no","telephone","jul","wed",82,1,999,0,"nonexistent","1.4","93.918","-42.7","4.963","5228.1","no"
"1125",54,"blue-collar","married","professional.course","no","no","no","cellular","apr","thu",2870,2,999,0,"nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no"
"1126",30,"admin.","single","high.school","no","yes","yes","cellular","nov","wed",236,3,999,0,"nonexistent","-0.1","93.2","-42","4.12","5195.8","no"
"1127",42,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",218,7,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1128",56,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",118,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.327","5099.1","no"
"1129",60,"retired","married","university.degree","no","yes","no","cellular","oct","mon",338,2,999,0,"nonexistent","-1.1","94.601","-49.5","1","4963.6","no"
"1130",53,"blue-collar","divorced","basic.4y","no","no","no","cellular","jul","tue",64,1,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1131",34,"admin.","married","university.degree","no","no","no","cellular","aug","wed",358,3,999,0,"nonexistent","1.4","93.444","-36.1","4.964","5228.1","no"
"1132",35,"admin.","married","high.school","no","yes","no","telephone","may","fri",1080,5,999,0,"nonexistent","1.1","93.994","-36.4","4.855","5191","no"
"1133",42,"housemaid","divorced","basic.4y","no","yes","no","telephone","apr","mon",271,1,999,1,"failure","-1.8","93.749","-34.6","0.642","5008.7","no"
"1134",26,"technician","single","basic.9y","no","no","no","cellular","may","fri",62,1,999,1,"failure","-1.8","92.893","-46.2","1.25","5099.1","no"
"1135",43,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",1297,2,999,0,"nonexistent","-1.8","92.893","-46.2","1.327","5099.1","no"
"1136",47,"retired","married","university.degree","no","no","no","telephone","jul","tue",863,10,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1137",31,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",471,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.266","5099.1","no"
"1138",41,"unemployed","divorced","high.school","no","no","no","telephone","jun","mon",163,4,999,0,"nonexistent","1.4","94.465","-41.8","4.96","5228.1","no"
"1139",52,"technician","divorced","high.school","no","no","yes","cellular","may","wed",191,2,999,1,"failure","-1.8","92.893","-46.2","1.281","5099.1","no"
"1140",33,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","tue",127,2,999,0,"nonexistent","1.1","93.994","-36.4","4.856","5191","no"
"1141",51,"self-employed","married","high.school","no","yes","no","cellular","may","thu",43,2,999,1,"failure","-1.8","92.893","-46.2","1.327","5099.1","no"
"1142",37,"technician","single","professional.course","no","yes","no","cellular","may","fri",131,3,999,0,"nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no"
"1143",45,"management","divorced","high.school","no","no","yes","cellular","aug","mon",78,1,999,0,"nonexistent","1.4","93.444","-36.1","4.97","5228.1","no"
"1144",34,"technician","single","university.degree","no","no","no","cellular","aug","tue",136,2,999,0,"nonexistent","1.4","93.444","-36.1","4.966","5228.1","no"
"1145",53,"admin.","married","professional.course","no","yes","no","cellular","apr","mon",185,1,999,0,"nonexistent","-1.8","93.075","-47.1","1.405","5099.1","no"
"1146",36,"blue-collar","married","high.school","no","no","no","telephone","may","mon",34,3,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1147",85,"retired","married","basic.4y","no","no","no","cellular","apr","tue",165,3,999,0,"nonexistent","-1.8","93.075","-47.1","1.384","5099.1","no"
"1148",35,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","tue",130,1,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1149",51,"admin.","married","professional.course","no","yes","no","telephone","may","fri",78,2,999,0,"nonexistent","1.1","93.994","-36.4","4.864","5191","no"
"1150",47,"services","divorced","professional.course","no","no","no","cellular","jul","tue",318,1,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1151",30,"services","single","high.school","no","yes","yes","cellular","may","mon",405,1,999,2,"failure","-1.8","92.893","-46.2","1.299","5099.1","no"
"1152",41,"services","married","high.school","no","yes","no","cellular","may","wed",193,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.281","5099.1","no"
"1153",33,"blue-collar","single","basic.9y","no","no","no","cellular","apr","fri",419,1,999,0,"nonexistent","-1.8","93.075","-47.1","1.405","5099.1","no"
"1154",30,"management","married","university.degree","no","yes","no","telephone","sep","wed",20,1,999,0,"nonexistent","-1.1","94.199","-37.5","0.886","4963.6","no"
"1155",34,"management","married","university.degree","no","no","yes","cellular","aug","thu",82,2,999,0,"nonexistent","1.4","93.444","-36.1","4.968","5228.1","no"
"1156",52,"blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",31,6,999,0,"nonexistent","1.4","93.444","-36.1","4.965","5228.1","no"
"1157",31,"self-employed","single","university.degree","no","yes","no","cellular","oct","fri",91,1,999,1,"failure","-3.4","92.431","-26.9","0.73","5017.5","no"
"1158",25,"self-employed","single","university.degree","no","yes","no","cellular","sep","mon",510,1,999,0,"nonexistent","-3.4","92.379","-29.8","0.797","5017.5","no"
"1159",50,"technician","married","university.degree","no","yes","yes","cellular","sep","wed",1353,2,999,0,"nonexistent","-3.4","92.379","-29.8","0.749","5017.5","no"
"1160",43,"admin.","married","high.school","no","yes","no","telephone","may","wed",140,2,999,0,"nonexistent","1.1","93.994","-36.4","4.858","5191","no"
"1161",40,"services","married","basic.9y","no","yes","yes","cellular","may","tue",271,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.291","5099.1","no"
"1162",48,"housemaid","married","basic.9y","no","yes","no","cellular","aug","tue",155,1,999,0,"nonexistent","1.4","93.444","-36.1","4.965","5228.1","no"
"1163",31,"technician","single","professional.course","no","no","no","cellular","aug","wed",81,2,999,0,"nonexistent","1.4","93.444","-36.1","4.967","5228.1","no"
"1164",35,"admin.","single","university.degree","no","yes","no","cellular","apr","fri",334,2,999,1,"failure","-1.8","93.075","-47.1","1.405","5099.1","no"
"1165",47,"technician","married","basic.6y","no","yes","no","cellular","nov","thu",223,1,999,0,"nonexistent","-0.1","93.2","-42","4.076","5195.8","no"
"1166",51,"services","married","high.school","no","yes","no","cellular","sep","tue",208,1,3,1,"success","-3.4","92.379","-29.8","0.77","5017.5","no"
"1167",46,"management","married","university.degree","no","no","no","telephone","may","mon",103,1,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1168",52,"management","married","professional.course","no","no","no","telephone","may","fri",393,1,999,0,"nonexistent","1.1","93.994","-36.4","4.855","5191","no"
"1169",34,"technician","single","high.school","no","yes","no","telephone","nov","tue",251,4,999,0,"nonexistent","-0.1","93.2","-42","4.153","5195.8","no"
"1170",46,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","wed",223,4,999,0,"nonexistent","-0.1","93.2","-42","4.12","5195.8","no"
"1171",33,"technician","divorced","professional.course","no","no","no","telephone","jun","thu",26,5,999,0,"nonexistent","1.4","94.465","-41.8","4.961","5228.1","no"
"1172",32,"entrepreneur","single","professional.course","no","yes","no","telephone","aug","fri",47,1,999,0,"nonexistent","-1.7","94.027","-38.3","0.905","4991.6","no"
"1173",37,"services","single","professional.course","no","yes","no","cellular","apr","mon",307,4,999,0,"nonexistent","-1.8","93.075","-47.1","1.405","5099.1","no"
"1174",37,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",1090,12,999,0,"nonexistent","1.4","93.918","-42.7","4.963","5228.1","no"
"1175",54,"admin.","divorced","professional.course","no","yes","no","telephone","may","fri",75,2,999,0,"nonexistent","-1.8","92.893","-46.2","1.313","5099.1","no"
"1176",51,"retired","married","university.degree","no","yes","yes","telephone","may","fri",243,3,999,0,"nonexistent","1.1","93.994","-36.4","4.859","5191","no"
"1177",35,"blue-collar","married","high.school","no","yes","no","telephone","jul","tue",7,1,999,0,"nonexistent","-1.7","94.215","-40.3","0.876","4991.6","no"
"1178",39,"management","married","university.degree","no","no","yes","telephone","jun","thu",127,1,999,0,"nonexistent","1.4","94.465","-41.8","4.958","5228.1","no"
"1179",44,"admin.","single","basic.9y","no","yes","no","cellular","jul","mon",61,1,999,0,"nonexistent","1.4","93.918","-42.7","4.96","5228.1","no"
"1180",35,"entrepreneur","married","university.degree","no","yes","yes","cellular","may","fri",152,2,999,1,"failure","-1.8","92.893","-46.2","1.313","5099.1","no"
"1181",54,"blue-collar","divorced","basic.4y","no","no","no","cellular","jul","mon",149,2,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1182",23,"admin.","single","high.school","no","no","no","cellular","jun","mon",92,1,999,1,"failure","-2.9","92.963","-40.8","1.26","5076.2","no"
"1183",41,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",259,1,999,0,"nonexistent","1.1","93.994","-36.4","4.86","5191","no"
"1184",47,"admin.","married","high.school","no","yes","yes","cellular","aug","thu",59,6,999,0,"nonexistent","1.4","93.444","-36.1","4.962","5228.1","no"
"1185",43,"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",73,1,999,0,"nonexistent","1.4","93.918","-42.7","4.963","5228.1","no"
"1186",28,"blue-collar","single","high.school","no","no","no","cellular","may","thu",16,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.327","5099.1","no"
"1187",48,"admin.","divorced","high.school","no","yes","no","cellular","nov","mon",309,1,999,0,"nonexistent","-0.1","93.2","-42","4.191","5195.8","no"
"1188",27,"services","single","university.degree","no","no","no","cellular","mar","mon",139,6,999,1,"failure","-1.8","93.369","-34.8","0.652","5008.7","no"
"1189",54,"management","married","university.degree","no","yes","yes","telephone","jul","tue",44,1,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1190",41,"technician","divorced","professional.course","no","no","no","cellular","aug","wed",16,13,999,0,"nonexistent","1.4","93.444","-36.1","4.964","5228.1","no"
"1191",48,"blue-collar","married","basic.9y","no","no","no","cellular","aug","wed",329,3,999,0,"nonexistent","1.4","93.444","-36.1","4.964","5228.1","no"
"1192",52,"technician","married","professional.course","no","yes","no","cellular","nov","fri",64,1,999,1,"failure","-0.1","93.2","-42","4.021","5195.8","no"
"1193",37,"management","single","university.degree","no","no","no","cellular","may","tue",107,1,999,1,"failure","-1.8","92.893","-46.2","1.344","5099.1","no"
"1194",35,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",334,1,999,1,"failure","-1.8","92.893","-46.2","1.291","5099.1","no"
"1195",46,"blue-collar","married","basic.9y","no","yes","no","cellular","oct","tue",65,1,999,1,"failure","-3.4","92.431","-26.9","0.728","5017.5","no"
"1196",48,"technician","married","professional.course","no","no","no","cellular","nov","wed",201,3,999,1,"failure","-0.1","93.2","-42","4.12","5195.8","no"
"1197",39,"admin.","single","high.school","no","no","no","cellular","jul","thu",9,6,999,0,"nonexistent","1.4","93.918","-42.7","4.968","5228.1","no"
"1198",42,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",347,1,999,0,"nonexistent","1.1","93.994","-36.4","4.859","5191","no"
"1199",33,"admin.","married","basic.9y","no","yes","no","telephone","may","tue",140,2,999,0,"nonexistent","1.1","93.994","-36.4","4.857","5191","no"
"1200",40,"technician","married","professional.course","no","yes","no","cellular","may","wed",32,5,999,0,"nonexistent","-1.8","92.893","-46.2","1.281","5099.1","no"
"1201",50,"technician","married","university.degree","no","yes","no","cellular","nov","fri",175,4,999,0,"nonexistent","-0.1","93.2","-42","4.021","5195.8","no"
"1202",39,"blue-collar","married","professional.course","no","no","no","cellular","may","mon",149,1,999,1,"failure","-1.8","92.893","-46.2","1.299","5099.1","no"
"1203",31,"self-employed","married","university.degree","no","no","no","cellular","jul","thu",245,5,999,0,"nonexistent","1.4","93.918","-42.7","4.968","5228.1","no"
"1204",26,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",134,2,999,0,"nonexistent","-1.8","92.893","-46.2","1.266","5099.1","no"
"1205",34,"blue-collar","single","basic.9y","no","no","no","telephone","may","mon",84,3,999,0,"nonexistent","1.1","93.994","-36.4","4.858","5191","no"
"1206",44,"technician","married","professional.course","no","yes","no","cellular","aug","wed",27,9,999,0,"nonexistent","1.4","93.444","-36.1","4.964","5228.1","no"
"1207",37,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",84,1,999,1,"failure","-3.4","92.649","-30.1","0.714","5017.5","no"
"1208",44,"technician","single","university.degree","no","yes","no","cellular","aug","wed",79,6,999,0,"nonexistent","1.4","93.444","-36.1","4.964","5228.1","no"
"1209",31,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",222,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.266","5099.1","no"
"1210",31,"management","married","university.degree","no","yes","yes","cellular","nov","tue",41,1,999,1,"failure","-0.1","93.2","-42","4.153","5195.8","no"
"1211",26,"admin.","single","basic.4y","no","yes","yes","telephone","jun","tue",68,6,999,0,"nonexistent","1.4","94.465","-41.8","4.961","5228.1","no"
"1212",29,"blue-collar","married","professional.course","no","no","no","cellular","nov","wed",54,1,999,0,"nonexistent","-0.1","93.2","-42","4.12","5195.8","no"
"1213",45,"management","married","university.degree","no","no","yes","telephone","jul","thu",171,2,999,1,"failure","-1.7","94.215","-40.3","0.884","4991.6","no"
"1214",35,"technician","married","professional.course","no","yes","no","cellular","aug","tue",105,2,999,0,"nonexistent","1.4","93.444","-36.1","4.963","5228.1","no"
"1215",29,"admin.","single","university.degree","no","no","no","cellular","jul","thu",6,14,999,0,"nonexistent","1.4","93.918","-42.7","4.968","5228.1","no"
"1216",32,"admin.","married","high.school","no","yes","no","cellular","sep","mon",156,2,999,1,"failure","-1.1","94.199","-37.5","0.879","4963.6","no"
"1217",29,"admin.","single","high.school","no","yes","no","telephone","may","wed",245,2,999,0,"nonexistent","1.1","93.994","-36.4","4.856","5191","no"
"1218",30,"self-employed","single","university.degree","no","no","no","telephone","jun","wed",58,3,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1219",36,"admin.","divorced","high.school","no","yes","yes","cellular","jul","wed",148,2,999,0,"nonexistent","1.4","93.918","-42.7","4.962","5228.1","no"
"1220",46,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","mon",130,2,999,1,"failure","-0.1","93.2","-42","4.191","5195.8","no"
"1221",70,"retired","married","basic.4y","no","no","no","cellular","mar","mon",422,3,999,1,"failure","-1.8","92.843","-50","1.629","5099.1","no"
"1222",40,"services","divorced","high.school","no","no","no","telephone","jun","fri",155,2,999,0,"nonexistent","1.4","94.465","-41.8","4.959","5228.1","no"
"1223",33,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","mon",70,1,999,0,"nonexistent","-1.8","92.893","-46.2","1.264","5099.1","no"
"1224",26,"student","single","university.degree","no","no","yes","cellular","may","mon",90,2,999,0,"nonexistent","-1.8","92.893","-46.2","1.354","5099.1","no"
"1225",33,"management","married","university.degree","no","no","no","telephone","may","thu",178,2,999,0,"nonexistent","1.1","93.994","-36.4","4.855","5191","no"
"1226",30,"services","married","professional.course","no","no","no","cellular","may","mon",66,3,999,0,"nonexistent","-1.8","92.893","-46.2","1.299","5099.1","no"
"1227",45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","tue",250,1,999,0,"nonexistent","1.4","94.465","-41.8","4.864","5228.1","no"
"1228",35,"admin.","married","university.degree","no","no","no","cellular","aug","thu",32,5,999,0,"nonexistent","1.4","93.444","-36.1","4.962","5228.1","no"
"1229",48,"technician","single","high.school","no","no","yes","cellular","jul","tue",93,2,999,0,"nonexistent","1.4","93.918","-42.7","4.961","5228.1","no"
"1230",32,"technician","married","professional.course","no","no","no","cellular","apr","mon",322,2,999,1,"failure","-1.8","93.075","-47.1","1.405","5099.1","no"
"1231",26,"services","single","high.school","no","yes","no","cellular","jul","tue",98,1,999,0,"nonexistent","-2.9","92.469","-33.6","1.044","5076.2","no"
"1232",55,"admin.","married","high.school","no","yes","yes","telephone","may","wed",692,1,999,0,"nonexistent","1.1","93.994","-36.4","4.858","5191","no"
